Entry,start,end,sequence_sha256
P59341,0,543,f9aeed0d47030cb784eb8e3d282003a7c94af7972ee9fcc8acea188ea18ccfb5
P09431,0,355,7670a10e2132cc0598ab540f2e5722ea3778d2b17474120094d39c68d8a07557
Q52977,0,382,3ea5c5c67a0d2d83abe69620f3d4d330de815d4ea8ae3e7fbc791ee055dc7c30
O35044,0,334,38d0cc20d6ecc0c2f4df13db002b2dc5c27c4ad6c5769f2739dd95a1b45fd14f
P9WGL5,0,501,b42b42dac26ed5c94bfd581a4dc983eec0f7b155dcb863b9307d0adf1ba053a1
Q4L6C5,0,453,c8dcc89f12b3a3be3ebf7de8133a76f96dcbab3badaa1874554f9570cb9cdffc
Q8E3C7,0,395,8e00483ba627d39feffb9468bf5e09b527f7cd9ed05204a4c84d72c290d3576f
Q8YC53,0,489,bac6a8ce04b370b26ac331742d2f5563d427c0565346465b2fa329d2e010dec3
O69729,0,475,2880b66c65d34f19b2b15a95e567b947730cc6f4cb9c68e3a4383f91941e356c
O25917,0,397,6f041844cd9cd169e5bd9ee36c1601afbf051b92780afaa120c2303c7844000b
A0A0H2ZQL5,0,264,b846fd305d1c1da06a953111657b5ba91c290f33bd2ecc4a6ea06b09dc6fd5fd
Q7CPF5,0,306,c90cb279608d4bf25e8b15790c2556c15419565b24b56cb732e66677482da94a
A0A0H3AFM6,0,321,444ffa33bcec4fe839c069029c0a72e2ca7359240fa5b2b7d6b4b702ae5c3b4d
A0A150XSC5,0,376,9cf90000b662201ec955723fe52cacb9da4f968f906d296f451b0bc4c0cc73dd
A0A381HBN1,0,351,e5510204dbef62571a2a0f40fe4d1196f8aeb0f5ac00cbb58581fc85452ad9d6
B8GZM2,0,454,6bc149e43944d296c2209be9fe59adc55f3c6ff763573b7b329d8f0b4ab83101
P0AAP1,0,371,27bfbd9ad5771674d735510cc8b5731a097957d16a7e6d2eab55559773f71b66
P0DUE3,0,346,b211b45824d8dc119ea8d29e0fd91ad2ff1addad6b9622e6f200b8e137423339
P31129,0,296,2a60d3e379f105afeeb4e18d99d056dd46bbe97ea6c1b794751d4889a3b4e1a5
P75908,0,452,39cdf7f2704982c3e4b65bf1f6d8b40fc8f1da72989183d984937237ec2a2bfe
P76236,0,491,084bc6897600d305672c1f3d6e145846661e622388ba13a8372e597f3ca70145
P76237,0,496,a3edb5814911cd7af9ecdf0eef606f37ebb477438f88af27908a400ebb0b74e2
Q73RG3,0,371,7d5f44d5dd14976f7b82eb0b6325f4cb898e8122917132e4e554ef62db8d00ef
Q8EGF8,0,296,29c54354157b4add42f53d874603d0378abdb13f7b54358c3b4b816b1eca24b5
Q8X6V3,0,442,33ea6e0dcbbfb5c693251c2543c519a324f85f514f7b738ea90a14f1cb2f55f9
Q8X8Q3,0,410,cf545319c4ca173a20fbffc28234aae14126e3d86df8b21976e7223975bbbf55
Q32HJ0,0,564,951e3fdc2d2728975486f88a9a493136619243f5aa8fdb228073ad9b0a16b595
Q93UV0,0,420,57a21b65468b5f027ce36572e94c197d9562d3a455bbda8505bca32b39d1603e
A7BFV8,0,420,c143dd3aead77444ba66a38ca2246bfa54019da5649add42177438820b097b4c
A7LXM2,0,394,eeb7cbe9c432ea1f2cfcf09c5998ab54dbca28f48f7285d037d86f35e468d546
Q60HD1,0,473,4106babd0e497cdc70cc54ccfffff9d9144ff12e77d139ce6f2b0ec95c83e3e1
O15270,0,562,47e7656a233c250a48b3d3af374a9528566d00579d16e0dacd28edf85a4a676b
O59682,0,509,05789a94c732bae59653f5b84388b4753e728cee736360de8a79fe1a324001c3
P25045,0,558,c162e30f2f6433007e867d6c2da08a27702ae8099f9110ff4af7880e9c9fc20a
P91079,0,458,61fbeb04f26f83fa2f0cb052b79f956175da40ab7212c0257bec901a425e525f
Q8RYL0,0,497,337008057779aba2fc138874cb410a2b241574b8d621e636b001b451521c56a7
Q55FL5,0,479,9f242f10d50b85fc0824447b588003721817d1f8a717770718b0ce500467b0d6
Q10P01,0,485,dc3b8d525c19fe8d4dbd55a9e5bfe2bbd59f0989f45936d96dc12f47ca8374cc
A0A0H3GDH9,0,466,3644b5b5e96bcb699b1938397236cb7ec46ae87fb6a0056a1b1985ec1ea81de5
Q81AF4,0,213,d2ba3e30cc4de6df33b517d3f08e3e1eec49a9baf7e2719dc91c4b507f908045
Q81EJ6,0,273,4f09b5b9a8221509a33e6f2fdfdedfcbdcf403193c1f71a42cde31e74f324a45
Q8DP63,0,463,e5ed5d7c12b09008533290a52c68f984fc5ea7274adc21baba90c74f4ef7eb0d
A0A0H3H456,0,472,0eb83a29aabbca067fbaa63a4c63f919c1203e87d7b4e2ad79c2e45b5400aafb
P0DN88,0,477,d0681c49887325e65cc3080359ff58fc2dcd2b7fdf44879f2b1ae9eee0443490
P76014,0,210,3acca855ca8e7ac69b021d12a10badc76a6e8d28e350443227fafc25824ee140
P76015,0,356,1d7aa4c55f9029003cb89c5ce8dde60800546f9c11364168abb537c4d7752ac6
Q927E6,0,329,2c897d1d02e29d1ae28a4965bfbcaa6a2a2d266fa01925622178c3530249c8df
Q92ET9,0,125,e757a885455ade649e0837457bf53d745759baeacc2f7664127753793d874246
Q92EU2,0,331,2b5ad25719ad2fb5be74245fc09a1f8ffd8b083759e5431c9c10805816444388
Q92EU3,0,216,1467e8d566099029990f6575a807ad8bfee89cc574d1f6cbe2031a9a5c700746
Q9CIV6,0,123,01bcb7cbdcd89778d019bf4e72aa108d08d9435209ada2b520b39938cfce7d7d
Q9CIV7,0,192,b5dbecb93412f60a1b6678e5653d298a0c303aa4e0b961e1e0587431274ab42c
O07608,0,331,f563b0917aa42f525578e34783ba3ab217c46f561cb84b63aa2ba9964738a0ed
P0DN72,0,339,c719f63c23a1ffa26a27232a6b2574ec93d157e76a466b05bbf2e24ec5bbb7d2
A6ZPT1,0,409,17d288576213ef4c37ed3fdeff8bc3c5f5d523294366307583c5854fe2fb6005
P47512,0,336,360f30e3e936d23981013181da1d157864c33dcea38b91719454b7f30a6b018f
P60809,0,339,54f762316b5b03fcad8b79ee51b4b6ce61062ebd83c822c380fd14d9d78c4fd8
Q1QEC2,0,339,78f88b593fd30dec51391ad8f55e5b2d5f65867e3991b54097b972d770302207
A0KMH0,0,338,c4decb4ba25f5764b6161f2676c02f54767c2afb446275797cc885456acf5bba
Q8IEG9,0,408,802fc5e90b33d849adb2e9d2215fcaa97f429324130b0b258bc9beff5f03e531
Q9HKT1,0,262,b72748aa873c675853ed16e664b6bf947e3a9c045133cb63b5e1b7c28230b45e
A0A0H3JVA1,0,573,575e04966f99ae69cb6b9cdd6e76ffde4f4c45fad3aed844b17b5420c98f4815
A0A0H3JXA8,0,272,266ca0506e735b718ca822e6c035b6cb02aa39f6501029348d4673aad7edf5b2
Q48PB0,0,429,8a6c7bfa3d2fc785932335784f876f3faa86cea18a7dd72aa4bb06e0c6434e41
Q6D0N8,0,326,cdd7426692e664b859f7d3653269ad7df71c8e3b317f4186941958ce56cec91d
Q6AB12,0,346,032ea65cd729204395ede8402940929b18c828eba04bd2e269c6c2de9bb50b00
Q89NF3,0,345,46badb68b1ded9e9a31a2fe5aa4e06e6cc27d9eaabdaa63be2b0ebfd788bc201
Q92X16,0,321,f28a89711dd7bf8cb0534a4a041bd829b52877440ad60b6318c236b707701afa
A0A0H3LX82,0,405,f3b7e6b81eb1217640afd492ba2baf3f8d217d0b9a48cbb9ff76f6bf17b6522c
Q0K4F6,0,415,30f00c38da4ce7d77277576813560d7f8cae9c276119ba29ffe9c669623a1626
Q6D0N7,0,442,17d4d0f0f7f01465af483ccfea8e1782a6665d3efb1b6e46d6b09e3416f5bb8a
A0A0H5BN57,0,329,13f2f1f89b995a20fe2bf394c4f9ffd5fd405138b16e7d07f55ff105dc967a34
A0A0K0JFP3,0,572,9fa5edd70526cd3a281ea187379f1153d0e3ccff4ac2fab78eb0266fb7295b33
P17712,0,465,5998d59f951fba163d7801b978023cf12805e37f93987e6491f982ea33500588
P50521,0,455,50e1add32fd4348dd04b24c7e469586547193ee1d63f3948c11f4737c4a0a39a
P04806,0,485,5fc8d6407cdfbaf0c164badcba308b1c72d6544bc87b028a31f37a43e3ff18d3
Q02155,0,493,0d7e020dbeb7481a9bfd2078582c733edeb1289cd27c3a06e4ce471449383714
Q4U3Y2,0,549,41240df289d7b11607cd91cef3c800452e05e8d0644a900c25030ffc4207ab70
Q59RW5,0,493,99c65aa0c71a3df4836c53c4f624f82034a1b38446b5624b6659bbc8de1dacc5
Q9NFT7,0,486,5ceb173fd5ddc3f377a24eea02d0110a7975cd52533c08722b68e62fd4a08a81
Q9NFT9,0,465,ed5f90a0a78461ff4202f6aa30b09cc92cf47593583d64d4dff3fe5b2f0f26b9
Q42525,0,496,bb440b8204cd84bc2870d0d1ace692ef5526dab7b8dc44cf84051f2ae7c66224
Q9T071,0,493,b496e08e7a7c780613b2ae4497648de5b9ccc8db189056a83ce084738bad6e37
D8L2V9,0,396,6e094884a24a337c9a9dcafbb1faa0bc1e5548038af067a90a2f78290e22e9a7
A0A0K8P6T7,0,290,12c59fe9dab495ee536f1c2a5fc28c66e212192096c2351044d4dc139042f5af
D4Q9N1,0,296,fd491bd1bcd92c28975308d02f6b0b0639f9d4fecf891011364661d0eca3258c
Q9CAY3,0,502,13ff1f69dd8a4375e57cac9d02858f51131d56e5a28a8d66c8436aecd451eb2d
Q43307,0,459,75092b3ad5e3a99d975256cee820c2b187e34b70f55a40404c1cc70def99a08d
A3KGT9,0,443,42b020faf0571c83aa36c39069312ba18fb3cd8f5b7f690a08ea87e2d2dea5b2
Q8GWG0,0,376,310cf784ae288a95965b14780dc57367f52c9860063d5812d8a4d2b694bd012c
Q9SHJ5,0,585,62f1aaac1dc872e4d583628f2de2c6f0344195484263ed3ce5f7e1b37f0c6b5a
Q9FZ22,0,530,a37a003ff98b203a6e86f55f93bb7c9d7d8603b3a6258fb9cfc2551afc5bcbb7
A0A011QK89,0,388,56aa09b9e047139105d8c71c805344380b5cb783d9db3725606535225e3f14e7
Q91YP0,0,464,ba0848f4e025594fbc9dfb830a2e702af3c1c724632d7c1295d8b39b032db4e9
O49394,0,523,8a35e66cce3cb3447f22222e467bb36c88ed4e38301f3515ac30d88ed7d0e674
Q9M2Y8,0,470,e8a3b12cdfcae13e97f477bb0dd3b2f804201c7502172f9d002b8e9c17cee35d
Q9SNN8,0,542,84b95e9686e13cb0ca32e26a2715a4b34ae4daeda9e7908613d0f5a43a80bfdd
Q9SZY8,0,414,15ebf0bb8bcffe639c508a5f1a8823af570b7d8a401dffde9aaf71534746b55e
Q60HH4,0,395,529447cc37330fe1d8d468330c7981a364d2680e59efc57ea31f16c3dc66bfd1
O45686,0,393,4646f76d67c878cb1975df68a50f6168dc992f0ce0dbc6880d802c3600fccd36
Q568I2,0,266,2def603aa78447092bec90374e8946d7f33c16db24768b5ea054ff244a1c4e21
Q5KTC7,0,362,da550a322c212398a693b34641e23f445bc1e2f3a13e631a252d9043370bd9e7
O45145,0,272,749a2b77f75665f743dc3b709239ae0e4cad54bb82822ee6185a3d3ba1165ff1
Q6DBD7,0,462,90d55459393b862d81290c35d0669b41dbe51dfbe8a00098d675f0a278476f12
Q5QJU3,0,275,15eedeb2f365e7b9f3befb87a575206ea5e736b0a73ac2081ed6ce2c107e17d4
Q9D099,0,267,bbc2e0188b51883a32cb5800721fa20e106c7e91e75553c0ea40af7ed4cd9afc
Q9VIP7,0,283,fafa9c86afc0ff0cfc1ac6665784df75e14c606ae62ae25da0df584e44e66757
E7F6D7,0,412,6918ead68434f16718f11865d1bea5d47712b3035b9182a7396c6ccb01eb0656
A0A0R4IDP3,0,328,aa533ce576f9aa80cbb2f64f5713b9533a19c404ea621ba956c48d4ece8e0467
Q4IMZ7,0,437,83d6fd59bafe1c928dc4cf59831f5b46b3d257d29f35f8d85ebf1e1ea1d41eed
O60069,0,356,a3ab75e1fb2c685416a576038225abcd5346edc6c0a7e1dc5e50c6e8086f6f96
Q5FVR1,0,343,0a7abec97440c680df0eba017cb0a4e2a07bb341ee4638ae728c788bcc2e52cc
P0CS68,0,459,93f1f20476b20a06b77f98add0bd151497a5463d59315e9b8c87c44e19e6a761
Q14AK4,0,347,e2b70c7ae8b181e945936f8878a9e317a19402b3c4c41f0b2ce487c91d90466d
E7EZI4,0,430,432754360a9514e003dcaff3ab4fcd8c34b72fa98f7752675b3f3daf2a17b407
Q7SCY6,0,486,09af78d9c1f1b193539f16f9d1d28acd542a30ec004040b4d79b1fd32a92482e
Q6BHT4,0,371,a901fc6de27081d1c50a204769c481fbd280e9177b0d05dd4bfd0c6d1d6030bf
Q5A861,0,353,ad5de1d922a7d691877820217df4a369459c3167430b568775f0ac0e1d6e6f41
Q8WVZ1,0,309,192ee899c134ae3bcebf4caddfffd9a0e2544b2f22330cf172bc4c31f7029a06
Q6FMP5,0,352,a6cd551dede715f5e99a65fbbf388db10db542fa225e777d8424042e6f517b68
Q9SB58,0,407,d057bab0b7e2dfacdd357727ddb221c24734e5d17fca3a3a253da15781308d8e
Q6CG20,0,381,b41f04bd6d440cb9a0a112eae1c9044770a2109853bd3a0e09f82ab0e849cde8
O14345,0,329,ae0f358008469160cf1e75b59f434ec025be6c54d61026978461060fda22d5fa
Q54VH7,0,375,c79c6de0dc02d239e2a503d55b168f68ba296e814f20afbdb619cb30986cb004
Q5Y5T3,0,425,43cf0b40921783d993e9e0b68c431889b2ee412a5d7b9554f32c0fccadf54409
P50113,0,272,5bd446fc8c67e7cee6edaaec720f0cbbe4c52ca1ff7b3db91e9bc264965aaff3
Q1LTI6,0,146,2f605b7ef931115550f7ce9f4b6c8ff64ca672e816bb014b7b00a6da2b671912
B4U7U7,0,124,04a129d30b401fafab60091ee33368d14999bca10a3b59e499b759f59aa1adc4
A6VUP9,0,127,c4c613e7bddcf83fa929231e5e7850b97f6cf11a0e4581c629dfe240cc4d7e8b
Q12036,0,173,a385c121a7c3f6ebaf84658593eda71f8db8f51980ec022c4e08dd91dd36ba87
A0A0S1RVB0,0,263,d4a39cfe55ea0f6220d9c7490c527dd6c8d3fe7cfcae7dd418dd73ea7740a590
Q9RXR0,0,133,beb7c238d4832347cef9b7f8b89a85f71a636e6ef27f8e9278fdfc711eefc62d
O33336,0,227,2f13baa2f48c6a3a64a00c8599cc2a16038d0a36a25da7e1956af1a15319fb59
A0PU93,0,130,692d7654b25d01a2f3c3bc796b58d54a2aee2c9fe09c6d88cd1b37b1940130fd
B5YJG8,0,113,20723ac543de2bc0900365ce69e7d0a894385a31c0d3d6d52eec6b27a1a88768
Q8D303,0,139,ce894fe37405b52d770388554e304c4897643fd38872f5afb8b1d34d388f418d
A4QGP6,0,135,6f5a9284a33a33b2a8a60293213bcbfb8093878ef22cf81fd1450c8d0a4bfb24
Q7NE72,0,132,ad1a919516a64db2fade3e54111426700fbda9223ed2960fafed78bd0cc69ddd
Q9F0Q6,0,246,cbdfbadb4a32e9f39efdef2542ecf6cfea8dbd3205fdd571a381be93afef6ca9
B8DVV4,0,147,86d5a7afcac984a69b14df52c43d14a9462089430bf198188824df80d253715e
B3CQ27,0,131,5e3a44a7793d9e6b127f7bf31a0ce84944af5519891ac7bdc8d12cafc22b4f1b
Q057R6,0,126,083985f9f71d9c7b61819717f0c98f8c8d195fb37fec410ea963742965b8fe8a
B9M2U0,0,125,e4be2ee4d943acff2f4562880d0ebfb44d457cde0413ba31b2eee50e38439e20
A1AWQ3,0,127,42d8337602cf2be71f9c35347d0f73a9a5b83b6712ce7ee8fd69e102f962b487
B2RYJ4,0,309,073023fafc080209c2ed1c3b753e74722eaa9c7704a2cbdde9e55d4c5db5542e
A0A0S1TQ04,0,499,8faa99cc70400dab74217d8d1bd7484be996f6ce50e3a0bd1cd25c312ea13a89
A5JYX5,0,309,2cc38e5a38e5a414591eb5ab09eebd8244622ace9f16011d261b0441e19ef3d2
E1ACQ9,0,339,4579b72db0d10bff4f73350fdf5fdea97cf44de2ad01928637b8f700dae5a600
N4WE73,0,232,a55743dd68d1a47d8df0ffaaaaa8e97cba1df3012c028751a72e6eaf2dd18f66
N4WW42,0,196,19391fd9551077996d64544e677d40e00e4eafba5e7da1b83eff7e864d7ee3a3
O07737,0,384,ce52e5084c143e6bfd48d2e1b640ee8c3677659a539d33eaa677aed1cdb9fc91
P24267,0,254,24ae04b9766c3ef026fc0834fe3138c51cc02359e540314048156e1871ae4f9e
P23991,0,376,e658dc3fd62be379d72f78d73fa6ba875ca17be8c96bae5dce0e4ae6e4086347
P33010,0,319,52358b46ca2ab684ab91c2319428d8a73e108809eaef3d2be29ae5f6f8f8223d
O13309,0,348,b0651f63a8de2955033dd39bb5a882112b0fe8f9cf3f1661e29060710c4c7200
P20368,0,337,b65f14e16dcbcaf022554020620cf92f22cfef316ccf22f4d6d16125d14bc042
P48815,0,258,e733032d5f4d29f7e0282d7bd6935d89649a27d061e574b8c0fe45c90faaf59c
P54202,0,367,84e89124a9e3b9bad07f3a7a81bedb371ea301fcd0611023318db3b33281e28c
P76553,0,395,b74b568a146fe17ad5e89e9baec4857a27827d40a1889985349711f7594adf97
P9WQC0,0,346,acd0208244efb9918e62704ae71ad3460dce8bf9396a181c60a6f81964189e04
P9WQC2,0,367,5113d1e3c499b42b88b3d637f583c35e5433969785ccffcbc9b521d57508e4e9
P14940,0,366,d2440b27c2578cca5e961f9dfb756a690c0be3580a5e3d23c89081cc87a2d149
P10848,0,379,590e982ce1953c438c0fcb9d79543be9db3082f85da109848c2de7a8561bbb1d
A0A0U2UYC4,0,493,c612e8370aafdde125a952f5177112d70426fa7a5126d20b17ecc67fe9be3919
A0A0C5Q4Y6,0,493,55da4997cdcbd732d28db5d806264b5a1ae7195628122dd3a353b460b523ff29
A0A120HUS7,0,271,701e360c9cbb6b289ed614c6c0a7b94613e591c4aeadc2e80e274f300dd25df0
A0A1D3PCK2,0,262,751eddea513c553ccea1576e0e84ded7f8fe6112f1fdca247cd5e44d376eb74e
P23145,0,269,ebd682b86512db4dec8f39fd227a94c1d3527c4332b278e8c21d6dead6f55f79
P43886,0,267,0ccd0b473e6f20475c0145d77d8918f527d84c7fba891b248f84a31250722da9
Q65PC9,0,216,3b86c7bb31a9c4da8516ded458884b74121a4fee15ee417e3453ad817c856b88
Q10QH1,0,315,109f16befbba63523ae9528ce36021120cae2015c8ac2120277d17dd49219a2e
Q39218,0,391,53735e1416696fa6a24a3a0c2885894d2ac0cae619f53e880efddf7dbdcfd346
Q59967,0,319,67807b8558f47886dc0c32b2ff5bbc6e2f3f47b129b3a939de45b289749e4d7d
Q89B11,0,254,444133f666deda50690b2ba9bd3cf942112a82378e5dcad4c2b7589328dc1eb0
Q10S58,0,354,b0145361bc66975853d103f7103675ad36ed96ec496b9007fd509f4635c65a5d
Q9US33,0,270,883a4c804ac3dee8928a992617f835427287f77a61be05a43a4a1947f54c2adf
P71405,0,171,9ca0239dfdde8e6507cfa22dc1dcb272ee007fb74c177084defd8e98025f8327
A0A140C435,0,397,76a38b1d555580f0fa7b22238b21d5a3ccc13be0a6e1728deecb5b558a684f33
Q04089,0,582,e11db5183d0e05ea792322700302cdb930f87ffda3a3b55f2eb494c62ce5ef22
Q4IJP1,0,493,00c816f2c50f4dfdcffa044fc1af61ebf482f572876be1232d0d21f1996a50bf
Q4WVH4,0,502,c6946a4fc2f8620684c0cae552c8377ed8f9e5738b05183c536866d0f166a201
Q6CWV1,0,572,99c7568b23e40b494d18a001baea8fe08c3897e710cfd96dbfb4ed55376dfee5
Q756E1,0,575,ea883680a0f51181c10008b2bb0a0385ee4990b4ec13b24c2ab894f08a65d229
Q8LKV5,0,362,99bcc09007ca94e3e21ecc884f17191531b8db266eaaa8b1c96cc148d2ceb7f7
O54939,0,306,e080695c8c273f14ea269a0ab16f49d3cc7daef3cc3ff8bfbb6f97259a941947
P51658,0,381,d956aaa0574a8ed91c9c609c9993a6ed5f64a49814eab9300802b6460a9ce177
O88736,0,334,a907b38b2bfcd651eed6d5306e3c7dcd79509fa2d47d361dd0abbd280f2932f2
Q3U0B3,0,260,8e2855dd921256ecafc5485a2f6405b8578af5aea021a6af7d68440b7e4fd66f
Q8NBQ5,0,300,865a79b7c0b208ae83abd1d023f16a5e7450b5b1e57e4f740d069728095ee105
Q9BPX1,0,270,b1fb8b8ca7dfa517d0939bb2514904d11c44942847d4939f6fc934730f98678e
A0A140IL90,0,513,b338e088678042a440ef5d2e4157c018e8e04cc97ebfde448d6550159e9becc8
P0ABZ4,0,188,140068d9864f95dda5003565cb00629cddbb16e56db8d91dafd8de8030dbfd62
P45314,0,180,5b84450a676d1582f1a71aed61e06390d899df4b39c6bb81d0a91a4eb14776ea
A0A140N890,0,230,d49c37c665e6ffc55585c7694cf36660a0941504a30fc42188525a0638db556d
O93779,0,232,908471a6039d4cc88460005c2643c267b919564ed256569ccdcd18dd721b0ca0
H8L901,0,243,c75f7aeb0d9c64f5d2285cec6ebcc8d293919d3e4e8bbf041d063b275ac91dd4
A0A140NCB4,0,262,403b10a2f8d0e973a87abd8c8791e93db6df8a7d181a6ba8cd423878869fee9a
Q94JV5,0,307,f01f8a1ac2c5dc0a1c9e90a914b57dc52dfdd55148ea6945b5cb440c0b7cadd4
Q8VDK1,0,323,5dc761f44281814d12471465656520da2507591821998ac66979ddabd06b9882
A0A144A134,0,444,193ae13f26a1e7653dafbff7018112b4efc011c66a963f2eac886797a6c0d77c
O14349,0,405,51d30d2227e36a47c0d907d6a90f4e39bd36c26f3309d161050042e164d74252
Q7SDZ1,0,431,9436651f45bac9a39ab41cf093404a9ded3119595d291ffac3c0ae2f6371d242
Q6C673,0,420,79f605738fff371252a4f945bb6a3778279ccce51151106b2df92327652a6e33
A0A163UT06,0,277,c3a22e0e8934211ed931597a04d51bea126d3df27faefef198a45b0433a8248d
P58467,0,439,580ad4e6ec3b14bfa77de7be4b42976559e5d991fb75f758fb05bbfd276a3529
Q4QQN5,0,366,ed3933f1bc95c1413d6f6d7d4ee8df4c7e183eb16c3af20755ceca4924bff9bf
A0A172U6X0,0,286,a3a0ae56c2fe173310c9b35c9729a6221a3b1f721c648d5208be5fe20997d8a7
O50580,0,290,8eedb60b28440b50e59e47d20cb48c9bc306faaacd1f97f8d63df44f68b962c7
Q98FW0,0,297,8bf560fcd48716081ebaa24e554b01b9d4bcd72f0bd75f60b22c4e14560137e2
A0A178U9Y5,0,592,06538fdd02b65a53ced3dcc896ea64f0e12197280dae3ff7a33121fb06a340ae
Q9Y7J6,0,551,fb72f72eace21c9ec0a73f8a73855ecdbd35ebcd9886152059da1c732f6636c0
O94647,0,461,c3053ec0908a38835b51c86d183edb6209ef886ebd014798523c3e8f409f867d
F4JZW1,0,494,b54db9b081035584bbbe8b8d86a21116a3c63d5b6ed1709dead7e29c18707074
Q96287,0,472,243218e888c7478f6783262a77a88fefe72853755e28043d6ed6c11642980075
P83098,0,346,73845ab4327ee2a06f83f148f46ebc2ec26bfeb49212c9c30a55decbd0e8c8ef
P74745,0,535,c4affa6fba5fa27fb9a5ec0973ae1f4d1e1c3cc13c32a3c3ac67bec27c0ed9ac
Q9XTW2,0,512,7eb9d2b49d5a69be016179736a99041f67734b1fa6ab28154855b36dcfec08ef
Q9Z0G2,0,565,acc2cfc8f91cfc55128d91b49d35dcdb96d3ba9d7e4c662fe85976561680497c
O88697,0,305,c9bfd7663f64cc4b489bc903ce85572571d3ad95f3dcae8712a070a6150bed8a
Q20085,0,468,d6a1a46d8cbc5ccd6113ea2063f2471b2e2153e1eb453e21b5bf1041e3fa25f3
Q8BGW6,0,398,bcbb9d5922646bb2c0bceb6ef9c724ff710ae43e1a70f4ef8ff03506956f94fa
O13924,0,488,37c2e522decad33d133e69c277bf6c1661525bee60f129c939a87b303c1896bb
P54360,0,583,e2c32ea24f265e6332b2789047d40462cb03dcf23bf464a4a93662a83d3c2829
O80902,0,431,44953e79e65ba81ecacb8f8cd6eb32ead62852b4dc780894e3e7c0dd451700d2
O32724,0,146,73f3d8a52451b13ca367039a3df9d18e0adae307ff9a06e5708375fd0d435ca7
Q12196,0,484,12e361487ee4ee72a5d75cbc5d39160c3e5f8b25bb62087099f408c7a661af85
O43930,0,277,b101fc5cc1ead8480b110a6b0b00ef3ccc994bc79fd17c85da4e06858a6f908d
G8T6H8,0,221,05ce41b48594e5f246becf77851e60b6ceafa118b94fb1d6b97388502a16f2fe
O07431,0,220,d67a4519c2266b9f863298613aa7c21f15fd5f39cae22786fdf7267c355db64b
O42898,0,266,5cdc918cad3385c31786451dde2b07dbfc74f26b4af2422b844aeb78ccaf02b6
O88587,0,265,3b21123e2ef83021178381a87dc7b5feebad9d18fbfa9d3f5d270196104bdcbf
A0A1B4XBG5,0,367,c6455c4940a15241ee51b9202c786fe905e9b65033ab3ebfe43e6462e5f51e2c
A0A1B4XBH2,0,544,2a46ad57a154a4cf71d4d79465a77e9c7213b3ed6a0c450d265fe88313d3338a
O60547,0,372,44e395f9b41eb651862628fc933e70eec3bad31789884a36637cdf614850b254
Q9JRN5,0,344,f4cd7bcfeb162e1f19c035e528f458e1628f5082b9a949957f44a4c925122f5a
O59703,0,351,3b6529943472298c43ed7cc25ff20922e0a944f3205f1b435c1b01b0b340ea37
P05369,0,353,0f38233d796166560035d18c8cc256bcd3d4da98c2d65e835d9721c3719d15bf
Q92236,0,418,21afa1cd56e70e79a972ce035df0309346d92186ccaaa75a28b3d29ee0a816f1
Q54XP1,0,356,328fb2d7cbeabbcc630eed80c4d16dd7b2b50ba457a2812a85e116e9f1de0d09
Q55EU7,0,393,b01d4a1ef39a9d57c9b101af56d3b17c1aa73d29850fabd27154c9a35a0f5aac
Q58GE8,0,416,83c6df0cc6c91e31048fd6043d5d6918c414ed34c413e34e249101056418f95e
Q758K0,0,320,2c94a143671c4c2f91c1599b322a43a929ecc0ca8c9b1730cf424ceb9e884900
A0A1C5G2V9,0,305,0127c83485a7ef1d5941f3fb0df61725f69bb469ca6195e9e03652231c742795
A0A4V2JTK3,0,308,d4a6c4f3d38fb445cde57396828c0f96fa22ef801abc94e5ddd4da84bf81516d
Q8L870,0,274,59a2693fe92b4baa9a7d3d760b7fca5008a1888120f0ac15817bc727e75d8e7f
A0A1D3PCI9,0,333,b8bc9fcf6dac7c7794ebee64968ec420f228be9e3bd5f747e08a538034ddf987
A1SMU5,0,369,511d63b99c42be3906595b7478fa9c92bd188ebcc19e6c82e5397ec4970ca718
A4G1K0,0,385,92cca7742c2dc6882adf717fc81458ab09e7f5f48c556f3fcecb1dd83f6281f1
C7C8V4,0,331,76a1008279c8612d39e43073b597eaeda5a2db92bfb3ee52617bc7e51663065d
F4QV02,0,369,8a4a7ea2c6e51951b14c9b3dabf296d747bf5d15199acab9cab64c1473372ee8
S2KHP1,0,367,21a6d8a69cae52f1628af2ea5ef01a94a923329b8200ce2a5140322b552a241d
G3ISL7,0,354,67456de7235360c7ab17a403a2c05ac0838959fd0433b94eaac5262980a07e59
B4EYS9,0,309,456011e584a00bc37091a3625a334a1b1b1d3fa0e2a8dca07df0a342e60f491b
Q8P6V8,0,369,0e2e51392379bbc859e18a834b099653a1439563dc91943f652807e543c7cf55
Q6D009,0,309,7f6f73241c3b317634a0233f90bf4309df0af74fff71ac9515d712a55e7c6a78
A2C808,0,499,988c313330b040633f86247e783e33027c5349750329a13384ce8313dcb6d7f7
O29836,0,467,c51b67093aa6064faeab51a4060686e19bae1609e8938fe43c17ca4801c40e99
A6Q8G9,0,465,a1b25c80d2f33f21faf6d1703873075908cb7be6ab8c99b606e94000a3cd349b
B1YA45,0,474,9a852cdae80f7005253a3e6df645bbb6137292f55f3178247c67eb680e7d06a2
Q6KIE2,0,413,15ba949319e2e4abf9133858a71d0dafc15880959a25b631390a44b1cb9777d0
