Entry,EC number
A0A162J448,1.2.1.3
B8M9K4,1.2.1.3
P30840,1.2.1.3
P33008,1.2.1.3
P39616,1.2.1.3
P12693,1.2.1.3
Q41247,1.2.1.3
P47771,1.2.1.3
P94358,1.2.1.3
Q2YUN1,1.2.1.3
Q7A1Y7,1.2.1.3
Q40255,1.2.1.3
Q8VXQ2,1.2.1.3
Q9ZA11,1.2.1.3
A0A5Q0QMX1,4.2.3.126
A0A5Q0QU70,4.2.3.126
A0A348B779,4.2.3.127
A0A6C7EEG6,2.4.1.329
Q9ERD9,1.13.11.52
P47125,1.13.11.52
A0A2I2F272,1.13.11.52
A8WXM1,1.4.3.1
C0HMB0,1.4.3.1
C4R6B0,1.4.3.1
P31228,1.4.3.1
O01739,1.4.3.1
Q556W1,1.4.3.1
A0A7G5KLV0,4.2.3.177
A0A7G5KLV1,4.2.3.128
A0A7W3N5X5,2.2.1.14
A0A7W3RCJ3,1.2.1.97
A0A8F4N283,3.1.4.46
D5V0N9,3.1.4.46
F4I8H8,3.1.4.46
O07592,3.1.4.46
P10908,3.1.4.46
P37965,3.1.4.46
P9WMU2,3.1.4.46
Q6XBH1,3.1.4.46
Q8RB32,3.1.4.46
Q93GX3,3.1.4.46
Q9FLM1,3.1.4.46
Q9C907,3.1.4.46
Q7FAE1,1.1.1.295
P29828,5.3.4.1
Q17967,5.3.4.1
Q00216,5.3.4.1
Q67IX6,5.3.4.1
Q5R875,5.3.4.1
Q14554,5.3.4.1
Q13087,5.3.4.1
Q2HWU2,5.3.4.1
O13811,5.3.4.1
P30101,5.3.4.1
P17967,5.3.4.1
Q75M08,5.3.4.1
Q54EN4,5.3.4.1
Q8NBS9,5.3.4.1
Q9CYA0,5.3.4.1
Q66GQ3,5.3.4.1
Q8VBT0,5.3.4.1
Q8GSJ6,5.3.4.1
P55059,5.3.4.1
Q10057,5.3.4.1
Q19267,5.3.4.1
A8QCW4,3.1.1.3
Q2H6M8,3.1.1.3
O59952,3.1.1.3
Q7Z6Z6,3.1.1.3
Q9P4E6,3.1.1.3
Q5U780,3.1.1.3
P26504,3.1.1.3
Q94252,3.1.1.3
O13934,3.1.1.3
Q96VC9,3.1.1.3
P54857,3.1.1.3
D4AZ78,3.1.1.3
A8QCV7,3.1.1.3
Q71DJ5,3.1.1.3
Q99156,3.1.1.3
Q9P451,3.1.1.3
Q8VBX1,3.1.1.3
Q92FR7,3.5.3.6
Q0S4V3,3.5.3.6
Q8DCF4,3.5.3.6
A5IW62,3.5.3.6
P41141,3.5.3.6
Q6AA78,3.5.3.6
A4VS64,7.1.2.2
A9MJR9,7.1.2.2
O67531,7.1.2.2
P23445,7.1.2.2
P57178,7.1.2.2
P38462,7.1.2.2
Q2YLE6,7.1.2.2
B2S1S8,7.1.2.2
Q5X2Q3,7.1.2.2
Q98QB6,7.1.2.2
Q9ZJJ3,7.1.2.2
Q04FB3,2.7.2.11
P94871,2.7.2.11
Q4FRK7,2.7.2.11
O07509,2.7.2.11
A0PXA5,2.7.2.11
C5CE10,2.7.2.11
B0RDG2,2.7.2.11
Q5NR24,2.7.2.11
O13810,2.7.2.11
Q7UJA8,2.7.2.11
Q2JDP1,2.7.2.11
B2S2U8,2.7.2.11
Q24XR7,2.7.2.11
A5FQ55,2.7.2.11
C6BZ93,2.7.2.11
A8FYU7,2.7.2.11
Q6AK08,2.7.2.11
Q31B89,2.7.2.11
Q55511,5.2.1.8
B1YK87,5.2.1.8
Q26548,5.2.1.8
P0A9L3,5.2.1.8
A8M1L0,5.2.1.8
B8IYM1,5.2.1.8
A7HFW0,5.2.1.8
P0C153,5.2.1.8
Q1QZ33,5.2.1.8
O07046,5.2.1.8
O35465,5.2.1.8
Q4P555,5.2.1.8
Q8CNR4,5.2.1.8
Q0SQ68,5.2.1.8
Q7URG5,5.2.1.8
B5YI37,5.2.1.8
A1AN86,5.2.1.8
Q8Y557,5.2.1.8
Q6C712,5.2.1.8
Q5HQK8,5.2.1.8
Q9KDN4,5.2.1.8
Q92AE2,2.7.4.27
A9G8M9,2.7.4.27
C5D4S1,2.7.4.27
Q38XA8,2.7.4.27
Q2GJC2,2.7.4.27
Q39Q78,2.7.4.27
Q5HL18,2.7.4.27
Q6A651,2.7.4.27
Q6MNY2,2.7.4.27
O67857,2.6.1.9
Q8Y5X8,2.6.1.9
P55683,2.6.1.9
Q3Z879,2.6.1.9
B1L869,2.6.1.9
Q7UNC3,2.6.1.9
Q5WV43,2.6.1.9
B4U9L1,2.6.1.9
Q970Z4,2.6.1.9
B9MDV4,2.6.1.9
B1N009,2.6.1.9
Q2LST8,2.6.1.9
O28255,2.6.1.9
Q5FRR4,2.6.1.9
A6LAM2,2.6.1.9
A8GC78,2.6.1.9
Q31I36,2.6.1.9
Q11VM5,2.6.1.9
A5IBF8,4.2.1.20
A2C129,4.2.1.20
B0SDM7,4.2.1.20
C1DH67,4.2.1.20
Q970N1,4.2.1.20
Q2S1Z2,4.2.1.20
A5UXG2,4.2.1.20
Q9TLW8,4.2.1.20
Q7M877,4.2.1.20
Q8ESU5,4.2.1.20
Q8TYA2,4.2.1.20
Q81GG4,4.2.1.20
Q49XH9,4.2.1.20
B9MKC6,4.2.1.20
Q7NHC5,4.2.1.20
C4Z135,4.2.1.20
O28673,4.2.1.20
Q44604,4.2.1.20
Q8IIS0,3.1.1.96
P58851,3.1.1.96
Q9YBW7,3.1.1.96
Q5HNR9,3.1.1.96
A2BKX3,3.1.1.96
A8ABM7,3.1.1.96
A4YEU7,3.1.1.96
A2STU3,3.1.1.96
O29630,3.1.1.96
B0R384,3.1.1.96
B8J080,3.1.1.96
A3DLP6,3.1.1.96
A8MCV2,3.1.1.96
Q97CM5,3.1.1.96
B1L7I3,3.1.1.96
B0V9V8,3.1.1.96
B6YS15,3.1.1.96
Q6CRI9,3.1.1.96
Q5WVK6,3.1.1.96
Q12UQ4,3.1.1.96
A0B5C3,3.1.1.96
Q2NG79,3.1.1.96
O30207,2.5.1.73
A7I757,2.5.1.73
Q59072,2.5.1.73
C0M858,6.1.1.11
Q82KS8,6.1.1.11
A9AY92,6.1.1.11
A4YI40,6.1.1.11
C1B914,6.1.1.11
Q8RWT8,6.1.1.11
Q8EW01,6.1.1.11
Q12TN5,6.1.1.11
A8I4J4,6.1.1.11
Q2S1G4,6.1.1.11
Q9Z736,6.1.1.11
B7J1F4,6.1.1.11
P38705,6.1.1.11
O81983,6.1.1.11
Q3AV47,6.1.1.11
Q8SS48,6.1.1.11
Q6KIJ8,6.1.1.11
Q8TVD2,6.1.1.11
Q9PB58,6.1.1.11
Q9UTB2,6.1.1.11
C7P592,2.7.7.68
A7IAF1,2.7.7.68
D2RFQ5,2.7.7.68
O26710,2.7.7.68
Q18FK8,2.7.7.68
Q2FQJ1,2.7.7.68
Q2NFK9,2.7.7.68
Q8PU52,2.7.7.68
Q8TXS3,2.7.7.68
Q2S3W3,6.1.1.19
Q8A3X5,6.1.1.19
B8FCL2,6.1.1.19
Q8SRD8,6.1.1.19
Q3Z717,6.1.1.19
Q9ZE81,6.1.1.19
P47618,6.1.1.19
Q8EVF2,6.1.1.19
Q8TUM3,6.1.1.19
Q2JRC3,6.1.1.19
A1UK06,6.1.1.19
Q47TB0,6.1.1.19
A6UW07,6.1.1.19
A7I4Y2,6.1.1.19
Q8EVW9,3.6.1.1
Q8XWX1,3.6.1.1
Q5I0D5,3.6.1.1
Q8EZ21,3.6.1.1
Q65E18,3.6.1.1
P87118,3.6.1.1
Q9RRB7,3.6.1.1
P44529,3.6.1.1
P37981,3.6.1.1
A0B5R0,3.6.1.1
O77392,3.6.1.1
Q9ZLL5,3.6.1.1
Q979E6,3.6.1.1
P80507,3.6.1.1
P37980,3.6.1.1
Q9LXC9,3.6.1.1
Q93Y52,3.6.1.1
Q8R821,3.6.1.1
Q9WZ56,3.6.1.1
Q8XIY6,3.6.1.1
Q5N1I3,6.1.1.14
O51344,6.1.1.14
Q72L85,6.1.1.14
Q8F6C0,6.1.1.14
B5ZC00,6.1.1.14
Q8KAB1,6.1.1.14
Q8SQZ6,6.1.1.14
Q9YBF8,6.1.1.14
Q7NSB9,6.3.4.20
A0RM81,6.3.4.20
Q7NCE2,6.3.4.20
A0B6A6,6.3.4.20
O57836,6.3.4.20
Q2NF51,6.3.4.20
Q8K986,6.3.4.20
O29807,6.3.4.20
C0QST3,6.3.4.20
Q24ZT5,6.3.4.20
B1JD61,6.3.4.20
A9HRF6,6.3.4.20
Q58742,6.3.4.20
Q2IUE0,6.3.4.20
Q46G70,6.3.4.20
A4J5C7,6.3.4.20
Q96ZD9,6.3.4.20
Q8TWG9,6.3.4.20
Q3ADI5,6.3.4.20
Q8ZVX7,6.3.4.20
Q7MV08,6.3.4.20
A1TKA9,5.1.1.7
A6GYX5,5.1.1.7
O69969,5.1.1.7
B9KED6,5.1.1.7
Q9PJW2,5.1.1.7
B6JLE8,5.1.1.7
Q9X1L0,5.1.1.7
Q46185,5.1.1.7
Q6AE05,5.1.1.7
P54897,5.1.1.7
A9KGY8,5.1.1.7
B4U9P0,5.1.1.7
A6L7E5,5.1.1.7
B8EM14,5.1.1.7
C0R4N2,5.1.1.7
Q3IZB6,5.1.1.7
Q838I3,5.1.1.7
Q72W63,5.1.1.7
Q0W3B6,5.1.1.7
Q65FD6,5.1.1.7
A8MH77,5.1.1.7
A2C243,5.1.1.7
Q970U9,4.3.2.1
Q2FR16,4.3.2.1
Q6HCP8,4.3.2.1
A6Q2R2,4.3.2.1
B0SHK4,4.3.2.1
O29379,4.3.2.1
Q4FNK3,4.3.2.1
Q5WHY3,4.3.2.1
A3CTT5,4.3.2.1
A5UVX7,4.3.2.1
A9A8S8,4.3.2.1
A9A331,4.3.2.1
Q0AGL1,4.3.2.1
B4S7P9,4.3.2.1
Q8U705,4.3.2.1
A3MT36,4.3.2.1
Q8TXN9,4.3.2.1
Q3ANN7,4.3.2.1
Q93JQ9,4.3.2.1
Q6AR60,4.3.2.1
A0QYS5,4.3.2.1
Q96Y90,4.2.1.10
Q38X91,4.2.1.10
A5FRZ6,4.2.1.10
Q8TY76,4.2.1.10
A4J3D2,4.2.1.10
Q9HLV9,4.2.1.10
A4YHV8,4.2.1.10
B5YH80,4.2.1.10
Q58849,4.2.1.10
B8CTL3,4.2.1.10
Q5WKM9,4.2.1.10
Q0W4B8,4.2.1.10
P56961,4.2.1.10
B6J6K1,4.2.1.10
Q9JTR9,4.2.1.10
B6YX10,4.2.1.10
Q49W41,4.2.1.10
A0B6K7,4.2.1.10
Q6GB27,4.2.1.10
Q8TWN3,6.5.1.1
B8DZX8,6.5.1.1
Q2FTH4,6.5.1.1
Q46BA3,6.5.1.1
A4YD25,6.5.1.1
A9AAX4,6.5.1.1
A0R5T3,6.5.1.1
B8HCE1,6.5.1.1
Q74M64,6.5.1.1
Q8TSR7,6.5.1.1
P44121,6.5.1.1
Q9YE03,3.1.3.18
Q2RPW9,3.1.3.18
Q12UG6,3.1.3.18
Q3SGR5,3.1.3.18
Q97C22,3.1.3.18
Q6CZR3,3.1.3.18
Q2FU45,3.1.3.18
Q48A85,3.1.3.18
O33512,3.1.3.18
Q8P8H3,3.1.3.18
A1RSN2,3.1.3.18
Q4FPT7,3.1.3.18
A9A492,3.1.3.18
P40852,3.1.3.18
A3CWU5,3.1.3.18
A3DNN7,3.1.3.18
Q9A5Z2,3.1.3.18
Q4J8P4,3.1.3.18
Q8UEY9,3.1.3.18
A0B7V0,5.4.99.12
Q7U328,5.4.99.12
B2A4Q5,5.4.99.12
B1YH83,5.4.99.12
Q2RFT1,5.4.99.12
Q7MBB9,5.4.99.12
Q6L0Y7,5.4.99.12
Q6MQH6,5.4.99.12
A9A828,5.4.99.12
Q8CXQ1,5.4.99.12
Q6MDE3,5.4.99.12
Q7M9U3,5.4.99.12
P60353,5.4.99.12
Q8R7Y7,5.4.99.12
Q2GGK1,5.4.99.12
A1RU12,5.4.99.12
O28544,5.4.99.12
O86776,5.4.99.12
C4XPZ9,5.4.99.12
B0SC03,5.4.99.12
A0B7V2,3.5.4.4
Q8Z6R2,3.5.4.4
B8CV32,3.5.4.4
O25046,3.5.4.4
O66554,3.5.4.4
P15287,3.5.4.4
A0A384KG77,3.5.4.4
P58781,3.5.4.4
P74606,3.5.4.4
Q1EIR0,3.5.4.4
Q8CSX5,3.5.4.4
Q553U5,3.5.4.4
Q5ZKP6,3.5.4.4
Q7VNV1,3.5.4.4
Q839J4,3.5.4.4
Q8IV20,3.5.4.4
B4U295,3.5.4.4
K6UCV4,3.5.4.4
Q9RT03,3.5.4.4
B1MFZ9,3.5.4.4
O84096,5.4.99.25
Q049V7,5.4.99.25
P59883,5.4.99.25
P48567,5.4.99.25
Q493T5,5.4.99.25
Q21H63,5.4.99.25
Q8RA40,5.4.99.25
A9A215,5.4.99.25
Q980C3,5.4.99.25
Q8D2X8,5.4.99.25
E1QUT8,5.4.99.25
A6Q784,5.4.99.25
D5TZL3,5.4.99.25
Q2G5F3,5.4.99.25
Q8CXQ2,5.4.99.25
A1S066,2.5.1.42
A2BIU7,2.5.1.42
Q57727,2.5.1.42
A4YI21,2.5.1.42
A2SRL0,2.5.1.42
A8A9J7,2.5.1.42
C6A2C9,2.5.1.42
O27170,2.5.1.42
O29843,2.5.1.42
Q46BD9,2.5.1.42
B0R3S1,2.5.1.42
Q2FN44,2.5.1.42
Q2NGM1,2.5.1.42
Q8TWS9,2.5.1.42
Q73L97,2.1.1.166
Q2GKK2,2.1.1.166
Q5FH15,2.1.1.166
Q2GB53,2.1.1.166
A1VC40,2.1.1.166
Q057J5,2.1.1.166
Q6AJ42,2.1.1.166
B2UGQ0,2.1.1.166
Q8PUP4,2.1.1.166
A3CVJ3,2.1.1.166
A7H9A5,2.1.1.166
A8GMD3,2.1.1.166
A6UUK5,2.1.1.166
A0LC14,2.1.1.166
A0LGZ0,2.1.1.166
Q493U3,2.1.1.166
Q6MN40,2.1.1.166
Q18E61,2.1.1.166
Q8KTR0,2.1.1.166
Q8EUG9,2.7.4.22
Q2J528,2.7.4.22
A7HL98,2.7.4.22
A3CUB9,2.7.4.22
Q0BE17,2.7.4.22
P59010,2.7.4.22
A2BLM0,2.7.4.22
P47672,2.7.4.22
A3DMM2,2.7.4.22
Q038L4,2.7.4.22
A8AAG3,2.7.4.22
Q7NC20,2.7.4.22
A0RXT6,2.7.4.22
A1RXJ4,2.7.4.22
Q8TXB4,2.7.4.22
Q6KZ23,2.7.4.22
Q9LSA9,2.7.4.22
A5GD74,3.1.21.7
A1RY04,3.1.21.7
A5IL77,3.1.21.7
Q6HGE0,3.1.21.7
B8D509,3.1.21.7
B8DZX0,3.1.21.7
A1JIJ2,3.1.21.7
C5CGG9,3.1.21.7
O30108,3.1.21.7
Q7NDJ2,3.1.21.7
Q9HS81,3.1.21.7
A5FRP8,3.1.21.7
C3N187,3.1.21.7
Q5SIM2,3.1.21.7
Q6KZ38,3.1.21.7
Q6MDK2,3.1.21.7
Q9UYX5,3.1.21.7
Q8X260,3.1.21.7
Q8ZYP2,3.1.21.7
Q9YES5,3.1.21.7
P52150,6.3.4.4
Q6F243,6.3.4.4
Q6C482,6.3.4.4
Q4YU52,6.3.4.4
B0RZL3,6.3.4.4
A5WGF9,6.3.4.4
Q3IIQ6,6.3.4.4
P58793,6.3.4.4
Q8EVI1,6.3.4.4
A0RMY9,6.3.4.4
Q8PYQ9,6.3.4.4
B9MLK0,6.3.4.4
Q9RYB5,6.3.4.4
Q5D8V5,6.3.4.4
O26712,6.3.4.4
B0TVV8,6.3.4.4
Q7N8D4,6.3.4.4
A7AU38,6.3.4.4
Q1MRW8,6.3.4.4
Q46QQ8,6.3.4.4
Q7UHW3,6.3.4.4
A5FQS4,6.3.4.4
Q2RFU1,2.1.1.177
C6E7L6,2.1.1.177
A7H1K5,2.1.1.177
A9BHV5,2.1.1.177
A5IXW4,2.1.1.177
B8I1P0,2.1.1.177
Q1IVS1,2.1.1.177
A6Q496,2.1.1.177
B8E0D5,2.1.1.177
Q5WWX2,2.1.1.177
Q8RG55,2.1.1.177
A3D7P1,2.1.1.177
Q7VGT3,2.1.1.177
Q6F0Y7,2.1.1.177
C1A8S7,2.1.1.177
B8J916,2.1.1.177
A8ERZ9,2.1.1.177
B9MR74,2.1.1.177
B6JMG9,2.1.1.177
Q31B21,2.1.1.177
B6YSY7,6.1.1.17
A9AXJ1,6.1.1.17
Q1IVB1,6.1.1.17
Q4FM56,6.1.1.17
Q8PW52,6.1.1.17
B0K5F4,6.1.1.17
A8LIP0,6.1.1.17
Q2S1L8,6.1.1.17
A4SGA5,6.1.1.17
Q01WJ8,6.1.1.17
Q74MU5,6.1.1.17
B3DXK4,6.1.1.17
Q3ZYP4,6.1.1.17
A0RY20,6.1.1.17
B1L5U2,6.1.1.17
A8LCV4,6.1.1.17
Q2GHQ1,6.1.1.17
Q43794,6.1.1.17
Q2SSZ1,6.1.1.17
B1ZUV7,6.1.1.17
B2UN91,6.1.1.17
B5YE16,1.1.1.25
A0B999,1.1.1.25
B1YD57,1.1.1.25
B4RBF7,1.1.1.25
A9KBC1,1.1.1.25
B5YJ55,1.1.1.25
A5IK72,1.1.1.25
A4G8N3,1.1.1.25
A6UU64,1.1.1.25
Q1AWA3,1.1.1.25
C4L3U2,1.1.1.25
Q317T6,1.1.1.25
Q0C6A6,1.1.1.25
Q92EG7,1.1.1.25
Q2RI72,1.1.1.25
Q38X88,1.1.1.25
B8D818,1.1.1.25
Q48AV5,1.1.1.25
P15770,1.1.1.25
P16923,5.3.1.24
A0B9D8,5.3.1.24
B8FA39,5.3.1.24
P24920,5.3.1.24
O28671,5.3.1.24
Q2Y7R3,5.3.1.24
Q3Z6G4,5.3.1.24
A5FZ94,5.3.1.24
Q2N9N2,5.3.1.24
P43073,5.3.1.24
Q88WI1,5.3.1.24
P00909,5.3.1.24
Q1AU93,5.3.1.24
Q8PT98,5.3.1.24
Q9V1G7,5.3.1.24
Q65I34,5.3.1.24
A6L7N0,5.3.1.24
B8FVH4,5.3.1.24
O27479,3.6.1.27
A9NF64,3.6.1.27
B2RZW9,3.6.1.27
P62467,3.6.1.27
A0B9M2,3.6.1.27
A7H1R9,3.6.1.27
C5CGT6,3.6.1.27
Q81G27,3.6.1.27
Q83HQ7,3.6.1.27
B9KYE6,3.6.1.27
Q8ZYX0,3.6.1.27
A1AV04,3.6.1.27
Q9FC36,3.6.1.27
A6TW45,3.6.1.27
A4SDF5,3.6.1.27
Q01WE6,3.6.1.27
Q3K9J0,3.6.1.27
Q2YSP8,3.6.1.27
Q55684,3.6.1.27
B5YID8,3.6.1.27
B8FAZ7,3.6.1.27
Q0W6S4,3.5.4.10
Q5HUK6,3.5.4.10
A2BP65,3.5.4.10
Q6LXN9,3.5.4.10
Q72RT5,3.5.4.10
A5ULV3,3.5.4.10
Q18DI6,3.5.4.10
Q03Y85,3.5.4.10
Q5JD29,3.5.4.10
Q5UZ65,3.5.4.10
Q89B23,3.5.4.10
Q8D244,3.5.4.10
Q8TZ52,3.5.4.10
A1VZ68,2.1.1.228
Q5YS38,2.1.1.228
B3DVH5,2.1.1.228
Q58293,2.1.1.228
Q74NE4,2.1.1.228
Q9CLE1,2.1.1.228
Q5KBP2,2.1.1.228
Q8CY56,2.1.1.228
Q98Q98,2.1.1.228
B7KHC2,2.1.1.228
Q1IMM4,2.1.1.228
A1R0C2,2.1.1.228
B7G5J1,2.1.1.228
A8B4Q0,2.1.1.228
B2A2P2,2.1.1.228
Q4DPN8,2.1.1.228
B8FNP3,2.1.1.228
Q6AJE8,2.1.1.228
Q6CA67,2.1.1.228
Q8SVV3,2.1.1.228
B5Y8F3,2.1.1.228
Q83CM5,5.1.99.6
O27324,5.1.99.6
O29407,5.1.99.6
Q9X024,5.1.99.6
B3L9G8,5.1.99.6
B0RHY9,5.1.99.6
C4M2B8,5.1.99.6
Q29FV5,5.1.99.6
A8BQZ5,5.1.99.6
B2KES3,5.1.99.6
O13725,5.1.99.6
Q04HC3,5.1.99.6
E8R1E4,5.1.99.6
Q7W9T3,5.1.99.6
D2QYP6,5.1.99.6
Q9LTX3,5.1.99.6
D7CWZ0,5.1.99.6
B8E2P6,5.1.99.6
D8K3Q1,5.1.99.6
P74217,5.1.99.6
A0E3W6,5.1.99.6
P40165,5.1.99.6
A0JC77,4.1.2.56
Q9D3R6,5.6.1.1
Q4R407,5.6.1.1
Q91XE4,3.5.1.114
Q08BT9,3.5.1.114
Q6DHQ3,3.5.1.114
Q9JIY5,3.4.21.108
B3P3J9,3.4.21.108
G3XDD8,3.2.1.17
P96645,3.2.1.17
Q27650,3.2.1.17
Q86KC1,3.2.1.17
Q9HYC5,3.2.1.17
P10773,3.2.1.17
O31608,3.2.1.17
P86383,3.2.1.17
P82174,3.2.1.17
P26836,3.2.1.17
Q8T1G5,3.2.1.17
O75951,3.2.1.17
Q556R7,3.2.1.17
A0JPF9,2.7.7.40
Q03A83,2.7.7.40
Q8E4B4,2.7.7.40
A0JTE5,3.6.1.7
A0LV84,3.6.1.7
A1VW83,3.6.1.7
P07031,3.6.1.7
P56544,3.6.1.7
Q1IKJ2,3.6.1.7
A5GS00,3.6.1.7
Q97ZL0,3.6.1.7
Q9VF36,3.6.1.7
Q8YYH3,3.6.1.7
B0RBB1,1.8.4.11
Q6LYY1,1.8.4.11
O69761,1.8.4.11
Q97MV3,1.8.4.11
P54150,1.8.4.11
A4T413,1.8.4.11
Q09859,1.8.4.11
Q98DV6,1.8.4.11
P45213,1.8.4.11
P14930,1.8.4.11
P54151,1.8.4.11
A1R8Y2,2.3.1.189
A1SPL0,2.3.1.189
A4FQD4,2.3.1.189
B0RAV5,2.3.1.189
B8ZSU0,2.3.1.189
Q4JXC9,2.3.1.189
C3PIU4,2.3.1.189
C5C246,2.3.1.189
C7M077,2.3.1.189
C7R1N6,2.3.1.189
D1BV84,2.3.1.189
D5UXA4,2.3.1.189
D7GG24,2.3.1.189
C7MRC4,2.3.1.189
Q6NFH9,2.3.1.189
Q8NMJ7,2.3.1.189
Q1B017,6.3.2.2
Q7W1R5,6.3.2.2
Q1AWY5,6.3.2.2
Q8D2V5,6.3.2.2
A4X7Y6,6.3.2.2
P46309,6.3.2.2
A1SKY7,6.3.2.2
Q1AWB5,6.3.2.2
A4XUP3,6.3.2.2
A0R5N1,6.3.2.2
A4FHB5,6.3.2.2
Q82PC4,6.3.2.2
Q4K7H5,6.3.2.2
Q8EBF9,6.3.2.2
B1YQ56,6.3.2.2
Q8DC38,6.3.2.2
Q47LS4,6.3.2.2
Q8FT06,6.3.2.2
A1R1K8,6.3.2.2
O67413,2.7.7.77
Q7UYZ6,2.7.7.77
O26246,2.7.7.77
C3K7L4,2.7.7.77
B8G8K0,2.7.7.77
O06866,2.7.7.77
Q9JUA5,2.7.7.77
A5FAX4,2.7.7.77
B0UVP3,2.7.7.77
Q3ADR7,2.7.7.77
B1ZVU0,2.7.7.77
B5FEE3,2.7.7.77
Q0TPG4,2.7.7.77
A3M684,2.7.7.77
A8FCN9,2.7.7.77
B4U6K0,2.7.7.77
A3QJA4,2.7.7.77
Q3A3H7,2.7.7.77
Q3IZX0,2.7.7.77
A0K5T4,2.7.7.77
B5FBM2,1.2.1.71
Q6L016,2.7.4.9
Q7UIM1,2.7.4.9
A2BZV6,2.7.4.9
B2T436,2.7.4.9
Q1WSU7,2.7.4.9
P47252,2.7.4.9
Q3ZXD8,2.7.4.9
Q1MQB3,2.7.4.9
Q8TZ38,2.7.4.9
Q54GN2,2.7.4.9
Q2GDL6,2.7.4.9
A7NQB4,2.7.4.9
A3DM71,2.7.4.9
C3PLG0,2.7.4.9
Q17V96,2.7.4.9
P00572,2.7.4.9
Q6G5D6,2.7.4.9
A6VXL0,2.7.4.9
Q83FM3,2.7.4.9
Q8D3A7,2.7.4.9
B8CZT1,2.7.4.9
C0R1X1,2.7.4.9
A4JQH4,1.14.13.127
A3Q339,1.14.13.127
P77397,1.14.13.127
B1JDU1,2.9.1.3
A9KW78,2.9.1.3
A6QBB6,2.9.1.3
Q31GV5,2.9.1.3
B7L7D0,2.9.1.3
Q88GJ9,5.1.1.10
O57878,5.1.1.10
P32960,5.1.1.10
Q8D6Q0,5.1.1.10
A0KLP0,1.1.1.290
Q8DB36,1.1.1.290
Q1I7B3,1.1.1.290
B2HX89,1.1.1.290
A6VXM3,1.1.1.290
A9NAQ7,1.1.1.290
B3PK14,1.1.1.290
Q21LK8,1.1.1.290
Q0VQC3,1.1.1.290
Q0T2G5,1.1.1.290
Q1QE21,1.1.1.290
Q2S0U3,1.1.1.290
Q31IH6,1.1.1.290
Q3IF36,1.1.1.290
Q47XK1,1.1.1.290
Q8A2E4,1.1.1.290
Q5QUE2,1.1.1.290
Q5WXZ0,1.1.1.290
Q7MV70,1.1.1.290
Q7VRU9,1.1.1.290
A4XTK4,1.1.1.290
Q8D2P6,1.1.1.290
C3PKY4,2.4.2.18
Q8TXJ5,2.4.2.18
B2V751,2.4.2.18
Q6L273,2.4.2.18
A5IG81,2.4.2.18
B9MKD0,2.4.2.18
P18261,2.4.2.18
B0TWF2,2.4.2.18
A8ACG6,2.4.2.18
P26925,2.4.2.18
Q8TLP5,2.4.2.18
Q2NA97,2.4.2.18
A4WKR0,2.4.2.18
Q0I9N0,2.4.2.18
P00904,2.4.2.18
Q7UYS5,2.4.2.18
A6L7M8,2.4.2.18
Q9HK06,2.4.2.18
Q6AMS5,2.4.2.18
B8DZP4,2.4.2.18
Q08654,2.4.2.18
A3DAS4,2.1.1.170
Q1GP62,2.1.1.170
A9M9E3,2.1.1.170
A5E8G9,2.1.1.170
Q39PR1,2.1.1.170
Q82S79,2.1.1.170
B1XYL2,2.1.1.170
Q60CS4,2.1.1.170
Q6MGL7,2.1.1.170
A0LLH7,2.1.1.170
Q28VZ4,2.1.1.170
Q0VKW4,2.1.1.170
A1WSY4,2.1.1.170
A1VEG3,2.1.1.170
A1AV41,2.1.1.170
A8I267,2.1.1.170
Q0BWB0,2.1.1.170
Q6MMJ3,2.1.1.170
Q3SF56,2.1.1.170
Q7VG38,2.1.1.170
A5II63,2.1.1.170
Q8BGB7,3.1.3.77
C4WUT0,3.1.3.77
A9V2Y9,3.1.3.77
B0SFG5,3.1.3.77
Q753F5,3.1.3.77
Q5YQZ4,3.1.3.77
Q9P6Q2,3.1.3.77
A5GJ48,3.1.3.77
D2UYP1,3.1.3.77
A5GR42,3.1.3.77
B2K631,3.1.3.77
B4M4X4,3.1.3.77
Q55FM6,3.1.3.77
Q3AWF3,3.1.3.77
A5DUA7,3.1.3.77
Q6CM87,3.1.3.77
A5FUG6,3.1.3.77
Q21012,3.1.3.77
A4Y2C8,2.4.2.1
C5D2F9,2.4.2.1
A4Q998,2.4.2.1
Q8I3X4,2.4.2.1
A7HG34,2.4.2.1
B1L719,2.4.2.1
O28486,2.4.2.1
O51423,2.4.2.1
O66839,2.4.2.1
P33664,2.4.2.1
P46354,2.4.2.1
P0A539,2.4.2.1
P47295,2.4.2.1
P84138,2.4.2.1
Q4FVM5,2.4.2.1
Q8IMU4,2.4.2.1
A1AIR1,1.7.2.2
A6L890,1.7.2.2
Q083S7,3.5.4.5
P75051,3.5.4.5
P9WPH3,3.5.4.5
Q06549,3.5.4.5
Q09190,3.5.4.5
Q3IBX5,3.5.4.5
Q54I82,3.5.4.5
Q5RAX4,3.5.4.5
P56389,3.5.4.5
Q9SU87,3.5.4.5
Q9XEX4,3.5.4.5
A0KYQ5,3.5.1.25
P96166,3.5.1.25
Q84F86,3.5.1.25
Q06204,2.7.1.59
Q54PM7,2.7.1.59
Q4QP08,2.7.1.59
Q97ML3,2.7.1.59
B8CU29,2.1.1.223
A1S987,2.1.1.223
A4SRS5,2.1.1.223
A5FKD7,2.1.1.223
